        0.186837928 2.774595459 0.244548104
        0.190077359 2.730944298 0.282046528
        0.193372956 2.705360542 0.322024285
        0.196725693 2.697582861 0.361353902
        0.20013656 2.708576405 0.395661018
        0.203606565 2.734216233 0.417940451
        0.207136734 2.759586883 0.423664633
        0.21072811 2.780700755 0.417474309
        0.214381754 2.795519246 0.403286715
        0.218098745 2.803707537 0.384637327
        0.221880182 2.805621031 0.364340987
        0.225727183 2.802633392 0.34455616
        0.229640883 2.795966732 0.326538501
        0.23362244 2.787070884 0.311044267
        0.23767303 2.777116798 0.298304128
        0.24179385 2.767192967 0.288264379
        0.245986117 2.758225378 0.280585381
        0.250251071 2.750817069 0.274727073
        0.254589971 2.745388035 0.270074634
        0.2590041 2.742228682 0.265900316
        0.263494762 2.741028281 0.261453575
        0.268063284 2.741552485 0.256179421
        0.272711016 2.743263976 0.249559902
        0.277439331 2.74530832 0.241344212
        0.282249626 2.747118763 0.231617833
        0.287143324 2.748207615 0.220575471
        0.292121869 2.748130765 0.208554384
        0.297186733 2.746828325 0.195959143
        0.302339412 2.744120047 0.18315186
        0.30758143 2.740144895 0.170540755
        0.312914335 2.735208627 0.158361691
        0.318339703 2.72934459 0.146750609
        0.323859137 2.722790886 0.135868904
        0.329474267 2.71577069 0.125770838
        0.335186754 2.708420857 0.11646883
        0.340998285 2.701010139 0.107897291
        0.346910578 2.693345239 0.100023526
        0.352925379 2.685778463 0.092869941
        0.359044466 2.678301119 0.086308513
        0.365269647 2.670843437 0.080327072
        0.371602761 2.663623285 0.074893329
        0.378045679 2.656555782 0.069919653
        0.384600307 2.649669477 0.065392185
        0.391268579 2.643027778 0.061265061
        0.398052468 2.636605361 0.057483915
        0.404953976 2.630403986 0.054017269
        0.411975145 2.624417441 0.050835386
        0.419118048 2.618627708 0.047922572
        0.426384795 2.613052524 0.045272211
        0.433777535 2.607791763 0.042811946
        0.441298452 2.602625866 0.040516095
        0.448949768 2.597651277 0.038430183
        0.456733744 2.592908242 0.036514775
        0.464652679 2.588351594 0.034730947
        0.472708915 2.583922685 0.033091067
        0.480904831 2.579696218 0.031596844
        0.48924285 2.575655395 0.030214823
        0.497725435 2.571804063 0.028910495
        0.506355092 2.56800173 0.027716128
        0.515134372 2.564483315 0.02660951
        0.524065869 2.561020134 0.02554027
        0.533152222 2.557612798 0.024589594
        0.542396116 2.554446627 0.023733096
        0.551800282 2.551392981 0.02291274
        0.5613675 2.548444011 0.022142684
        0.571100595 2.545597647 0.021425536
        0.581002445 2.542831244 0.020773773
        0.591075975 2.540199731 0.020184413
        0.601324162 2.537694554 0.019624854
        0.611750033 2.53525658 0.019090767
        0.622356671 2.532867002 0.018614915
        0.633147208 2.530614842 0.018190143
        0.644124834 2.528435622 0.017795212
        0.655292792 2.526340213 0.017442547
        0.666654382 2.524384747 0.017098178
        0.678212961 2.522429407 0.016763282
        0.689971945 2.520538124 0.016479676
        0.701934809 2.51876687 0.016217195
        0.714105087 2.517020744 0.015964842
        0.726486376 2.515311731 0.015758704
        0.739082334 2.51372801 0.015577489
        0.751896682 2.512182108 0.015394987
        0.764933209 2.510644519 0.015250668
        0.778195765 2.509237763 0.015129567
        0.79168827 2.507855046 0.015002573
        0.805414711 2.50648749 0.014906144
        0.819379143 2.505234118 0.01481777
        0.833585693 2.50393716 0.014744731
        0.848038559 2.502717309 0.014725949
        0.862742011 2.501641744 0.014689816
        0.877700395 2.500481227 0.014653162
        0.89291813 2.499436488 0.014646155
